elibrary,books and ebooks library organizer. catalog  tag and search your books database with ease. automatically fetches the book's details and cover image from the web with a smart isbn guesser.,database
php crud,create  read  update & delete indexed flat-file records via php,database
pytables - hierarchical datasets,the goal of pytables is to enable the end user to efficiently and easily manipulate large datasets (both homogenous  i.e. arrays  and heterogenous  i.e. tables) on a persistent  hierarchical way.,database
postgresql portable,portable version of the postgresql database server.,database
odbc querytool,open odbc querytool. query tool that specializes in working on a 3.5x odbc database driver. totally rdbms independent as odbc should be. knows about every odbc option  function and comes with full documentation.,database
evolutility - crud framework for asp.net,crud framework with a generic web ui and integrated micro orm.,database
mysqldrivercs,a free simple .net compliant mysql driver. made in c# but it would be used in all .net compatible languages (vb.net  managed c++ ...). this project was developed by m.l. vińas livschitz in collaboration with cedei  ramon llull university  barcelona  spa,database
mysql english dictionary,a full english - english dictionary in mysql format,database
druid, the database manager,druid is a gui tool for database build and management. users can add/change/delete db objects (tables  fields  etc). druid generates for you: sql scripts  docs in xhtml  pdf  docbook  etc; code in c  c++ & java beans even for jdo and support castor & ojb,database
dbedit 2,a database editor  suitable as front-end for all your relational databases. connects to oracle  db2  mysql and many other databases. used to easily query  update and administer your database  create reports and synchronize data.,database
spatial viewer for oracle sql developer,the purpose of georaptor project is to extend oracle sql developer with additional functionality for database administrators or developers working with oracle spatial data.  dear users  a port to version 4.x of sql developer is being attempted. it is not simple due to the lack of development resources. please keep using georaptor with sql developer 3.x until the new version is available. thanks. simon greener,database
opendbcopy,opendbcopy is a universal database utility to migrate data from and to any database  given a jdbc driver. standard plugins are included  custom ones can be added. complete migration job saved as xml for easy re-use. run with gui or as batch.,database
orbada - database manager,database sql  query tool  using jdbc for oracle sqlite postgresql etc,database
proxool: proxy jdbc connection pool,unmaintained!,database
winlamp,winlamp is an installer for apache  mysql  and php. runs on windows 2000 or better. winlamp also optionally installs phpmyadmin  sqlyog  documentation help files  and an activeperl installer. mini version installs only apache & php.,database
quantum database utility,quantum is a database plugin for eclipse (needs gef  point eclipse at http://quantum.sourceforge.net/update-site). it currently supports most databases with a jdbc driver. it shows tables  views  and sequences in a tree format and provides an sql editor,database
erp.net,erp.net is erp/crm&sfm software application written in c#.net/asp.net/t-sql for manufacturing company. there are included modules are: crm erp sfm  order manufacture client supplier  price  stock  project...,database
jreepad - java treepad editor,amazingly simple  amazingly useful  personal database software (based on the windows-only treepad program). simply store your notes in a single tree structure. excellent for lists  outlines  document planning...,database
mysql control center,mysql control center is an excellent gui front end for mysql database creation and administration. it allows multiple concurrent mysql server connections  mdi (or not under linux)  stored login credentials  point and click dump file imports and more.,database
droid pentest,droid pentest help you to find all android apps for penetration testing and hacking so you can make complete penetration test platform .,database
semantic mediawiki,lets you store and query data within the wiki's pages.,database
phpmyadmin,a software tool to bring mysql to the web,database
fbexport,fbexport is a tool for importing/exporting data and executing sql statements on firebird and interbase databases. fbcopy is a tool to copy and compare data accross firebird databases. project also provides nagios plugin to monitor firebird database.,database
mamp,mamp is a very easy to install compilation of apache  php and mysql for mac os x. everything will be installed in one folder. if you want to get rid of it  just move the folder into trash. an easy to use cocoa program to start and stop the servers.,database
jsqlparser,jsqlparser transforms a sql statement into a hierarchy of java classes. operations on the classes of jsqlparser are executed using the visitor pattern.,database
phpldapadmin,phpldapadmin is a web-based ldap administration tool for managing your ldap server. with it you can browse your ldap tree  view ldap schema  perform searches  create  delete  copy and edit ldap entries. you can even copy entries between servers.,database
cloveretl,rapid data integration framework,database
dmyreports - dynamic mysql reports,this is a dynamic report generator for mysql. end users will be able to select tables  fields and set conditions graphically using a web based interface to generate reports. these reports can then be saved or exported to other formats.,database
jvx - enterprise application framework,single sourcing application framework,database
4ws.platform,development platform for web and mobile applications,database
ora2pg,ora2pg is a free tool used to migrate an oracle database to a postgresql compatible schema. it connects your oracle database  scan it automaticaly and extracts its structure or data  it then generates sql scripts that you can load into postgresql.,database
spp php web,spp smk php,database
ocilib - c and c++ driver for oracle,open source c and c++ library for accessing oracle databases,database
portabase,a portable database,database
excel ldap search,excel ldap search (els) is an excel add-in that allows ldap searches to be made from within microsoft excel. els can add ldap data to existing data in an excel document on a row-by-row basis  or populate a blank sheet based on a custom query,database
cubrid,cubrid is an open source  enterprise ready relational database.,database
adminer,database management in a single php file,database
database independent abstraction layer,libdbi implements a database-independent abstraction layer in c  similar to the dbi/dbd layer in perl. writing one generic set of code  programmers can leverage the power of multiple dbs and multiple simultaneous db connections by using this framework.,database
iodbc,an open-source odbc driver manager and sdk that facilitates the development of database-independent applications on linux  freebsd  unix and macos x platforms.,database
jteklif,jteklif  ücretsiz teklif hazırlama programıdır.,database
free cmms,free cmms(computerized maintenance management system) is a web application for industrial maintenance departments to manage work orders  preventative maintenance  parts inventory  labor   and equipment.,database
middlegen,middlegen is a free general-purpose database-driven code generation engine based on jdbc  velocity  ant and xdoclet. if you already have a database  you can use middlegen to generate ejb (cmp 2.0)  hibernate  jdo and jsp/struts source code.,database
p6spy,p6spy is a framework that enables database data to be seamlessly intercepted and manipulated with no code changes to existing application.  the p6spy distribution includes p6log  an application which logs all jdbc transactions for any java application us,database
sqlite management studio,sqlite management studio is a sqlite gui tool for managing all of your sqlite databases. it is based on the qt framework  thus making it available for all major commercial operating systems.,database
chessdb - a free chess database,chessdb is a free open-source chess database for windows  linux  mac osx and most unix and unix-like operating systems. chessdb is based on code from scid http://scid.sourceforge.net/ - a project for which there have been no updates for several years. in,database
datamodel designer for postgresql,pgdesigner is a datamodel designer for postgresql written in gambas language.,database
dbplot (dataplot, databaseplot, csvplot),plot your data in seconds (mssql  mysql  postgresql  sqlite  csv),database
query explus,database query tool - ms query analyzer look-alike. original version from query express - www.albahari.com/queryexpress.html,database
gamebase - universal emulator frontend,gamebase is a fully-featured retro-gaming emulator frontend and game database utility. it supports virtually any emulator for any system and has versatile database searching and filtering. it is the official frontend for the gb64 collection of c64 games.,database
refbase - web reference database,online bibliographic manager for research groups. zotero-compatible.,database
asemon,tool for monitoring sybase products (ase  rs  iq  rao) supported versions : ase : from 12.5.0.3 to 16sp02 rs : from 12.6 to 15.7.1 iq : from 12.6 to 16 rao : from 12.5 to 15.7.1 latest version (2.7.21) supports ase cluster edition  two components :  - asemon_logger : the java agent which collects indicators and archive them in a database  - asemon_report : the web client  written in php  used to query the indicator's database  (use "files" menu to download this component)  see : https://sourceforge.net/apps/mediawiki/asemon/index.php?title=main_page for documentation,database
nhibernate contrib,user contributed components that extends the functionality of nhibernate. more information in the wiki: http://www.nhforge.org/wikis/. development list: http://groups.google.com/group/nhcdevs,database
huhamhire-hosts,hosts for internet freedom,database
ampps,ampps is a lamp/mamp/wamp stack,database
class,class (class student system) is a complete student tracking  reporting and information management system. the latest web-application methods allow the school community access. class aims to be the ubiquitous classroom information assistant for school,database
pam-mysql,this is a module that allows pam aware applications to authenticate users through a mysql database. now configurable in terms of which host the database reside upon  which table and username and password column to interrogate.,database
hipaatalk,hipaatalk - contains stored procedures and sample dts packages for parsing and converting x12 to flat tables and creating hipaa-compliant x12 files. currently reads 820  834  835  837p/i/d  841  997  ta1  and creates 835  837p/i/d  834  277u  997  ta1.,database
restaurant management system ( rms ),rms is created in java and still not completed  still working on it.,database
php report generator,php report generator generates pdf-files from an result set of an sql statement. the description of the report is stored in a sql table. the project consists of the printing machine and an html front end  to create a report definition.,database
generic model organism database project,gmod is a set of interoperable open source software components for visualizing  annotating  and managing biological data. see http://gmod.org for more.,database
wpspin,wpspin es una aplicación para android que posee una gran base de datos con pines de wps que podemos utilizar para atacar routers mediante a reaver-wps.,database
postgres-xl,,database
csvdiff,compare csv files with any separator you want,database
bb's database desktop,bb's database desktop replaces and extends borlands database desktop  which is not free. the goal of this project is to implement the functions of the original database desktop and add some useful features,database
int64.org,the stuff here has no documentation and some of it may never be completed. this is my playground  use at your own risk.,database
openvista (r),openvista(r) is the open-source version of vista  an enterprise grade health care information system developed by the u.s. veterans affairs and deployed at 1 500 global facilities. openvista is a registered trademark of medsphere systems corporation,database
schemaspygui,schemaspygui is a graphical user interface for the tool schemaspy from john currier. it is java-based and sits on top of schemaspy. it provides a graphical interface for those of us which appreciate the comfort of windows/mouse based applications.,database
open enventory,web-based electronic laboratory notebook (eln) with integrated chemical inventory by the group of prof. goossen (tu kaiserslautern  germany)  based on php/mysql. allows (sub-)structure search  reaction planning  management of spectra and literature.,database
oracle pl/sql executing os commands,this is a set of plsql packages for the oracle database which provide acess to the os shell and the file system from sql and pl/sql. the packages provide operations on file handles (delete  create  move  copy) as well as the execution of shell commands.,database
pyexcelerator,generating excel 97+ files with python 2.4+ (need decorators)  importing excel 95+ files  support for unicode in excel files  using variety of formatting features and printing options  excel files and ole2 compound files dumper. no need in windows/com,database
the open ises project,open information systems for emergency services (open ises) is a community of software developers  paramedics  emts  law enforcement & fire fighters working together to create open source software & training materials for the emergency service community.,database
ming,database mapping layer for mongodb on python. includes schema enforcement and some facilities for schema migration.,database
mailarchiva,mailarchiva is a powerful  full featured email archiving (email archiver) and compliance solution for mail systems such as microsoft exchange. it stores all incoming  outgoing and internal emails for long term storage. a web based user interface is avail,database
datavision,datavision is a reporting tool similar to crystal reports. dv supports many data sources (jdbc  files) and many output formats (html  xml  pdf  latex  excel  delimited files  docbook). dv includes a gui editor. dv is embeddable. reports are xml-based.,database
isql-viewer,isql(independentsql)-viewer is a jdbc 2.0-compliant application that is designed to exploit jdbc features for all compliant drivers. support for interactive transactions  running batches  schema viewing  and support for various import and export filters.,database
technology explorer for ibm db2,the technology explorer for ibm db2 is a light weight  web based console for db2 that helps you learn about db2 using demonstrations and tutorials. the te is designed from the ground up to be easy to use and customize to suit your needs.,database
sql relay,database connection pool with support for lots of languages and databases.,database
limbas,like access  from basic features such as table management  form and report generator as well as charting and workflow features it can be dynamically modeled with one another to any product solution. limbas is based on php.,database
imdbpy,python package to retrieve and manage data of the imdb,database
leto db server,leto is a multiplatform database server or a database management system  chiefly intended for client programs  written on harbour  be able to work with dbf/cdx files  located on a remote server.,database
sql server service manager,sql server service manager (32 bits and 64 bits) for ms sql 2005 and 2008 : discovers local sql instances & services  manages starting/pausing/stopping sql services  manages auto-startup service  icon tray. supports windows xp / vista / 7 2003 / 2008,database
manage db schema using xsd,unify your data structures in xsd! xsd2db utility lets you manage database schemas using xsd files. supports sql server and jet databases. can be extended to support other db platforms.  xsd2db requires .net framework 1.0,database
scidb,chess database application,database
utplsql,our objective: to provide a unit testing framework for pl/sql developers modeled on the junit and xunit frameworks. based on the extreme programming methodology  utplsql makes it easy for developers to set up and execute unit tests of packages.,database
phpmyinventory,phpmyinventory is a web-based hardware  software  and peripheral inventory system using php & mysql. currently stable on php version 4xx only! (not php 5). php 5.3 version in development.,database
db4o (database for objects),db4o is the world's leading open source object database for java and .net. leverage fast native object persistence  acid transactions  query-by-example  s.o.d.a object query api  automatic class schema evolution  small size (http://developer.db4o.com),database
sqltools++ for oracle,sqltools++ is a spin-off of the original sqltools for oracle. like the original sqltools sqltools++ is a light weight and robust windows gui sql frontend for oracle databases. it works with oracle 7.3/8/8i/9i/10g and 11g. note: oracle client required,database
easy sql,eclipse sql plug-in.  contains sql editor and executor.  table editor  data retrieve and migration tools.  plug-in has extensions to be used in other projects that need database connectivity.,database
sql dal maker,sql dal maker is a generator of dto and dao classes. target programming languages: php  java  c++  python  ruby.  to generate the class  you declare it in xml meta-program.  implemented as plug-ins for eclipse  intellij platform  and netbeans 8.+.,database
jpivot - a jsp based olap client,jpivot is a jsp custom tag library that renders an olap table and chart. users can perform typical olap navigations like drill down  slice and dice. it uses mondrian and xmla as its olap engines.,database
jena,jena is java toolkit for developing semantic web applications based on w3c recommendations for rdf and owl. it provides an rdf api; arp  an rdf parser; sparql  the w3c rdf query language; an owl api; and rule-based inference for rdfs and owl.  jena is now an apache project:  http://jena.apache.org/,database
openerp,insignis openerp is driven by the urge to create a multi-layered  platform and programming language independent environment for the development of database driven custom made business applications  all within a 'standard' application environment.,database
haredb hbase client,gui tools for hbase (including pig and high speed hive query),database
inventory,inventory tool for the system administrator written in php with mysql as a back end. the idea is to create a database driven system with a web front end that will allow the administrator to index  associate link and maintain all of the hardware and softwa,database
jamon api,jamon api is a free  simple  high performance  thread safe  java api that allows developers to easily monitor the performance and scalability of production applications. jamon tracks hits  execution times (total  avg  min  max  std dev)  and more.,database
animal shelter manager,animal shelter manager is a complete computer solution for animal sanctuaries and shelters. features complete animal management  document generation  full reporting  charts  internet publishing  pet search engine integration and more.,database
bibliomx,library management  gestión de bibliotecas  gestione biblioteca,database
textcite:  publication quotation manager,a program for organizing and commenting textual citations from texts (books  articles or other published works) for use in producing scientific or academic publications. works together with endnote  refworks and bibtex. exports to pdf and word (rtf).,database
coolsql,coolsql is a free database client software. it is better for people who develop applications related to database and manage database. coolsql is written by java  so it can run on the platform where installed the java runtime environment (1.5 or above).,database
an open source knowledge base system,an open source  web based  platform independent knowledge base system.,database
odbc query tool,a windows application for connecting to and working with several different database systems  ranging from microsoft access to mysql  postgresql  oracle  sql server  sqlite and more  using odbc drivers. written in powerbasic for windows 9.,database
family connections,family connections is a private social networking website designed specifically for families to be as easy to use as possible. key features are: message board  photo gallery  family tree  calendar  blog  chat room  address book and more.,database
library to read and write paradox files,this library allows to read and write paradox database and primary index files.,database
coding analysis toolkit,the coding analysis toolkit (or "cat") consists of a asp.net based suite of tools to facilitate efficient and effective analysis of text datasets that have been coded using the cat coding module or atlas.ti.,database
pydb2 - python db2 interface and tools,the pydb2 package provides a python db api 2.0 interface to ibm's db2 database management system. the package also includes various tools for working with db2.,database
daremanager,data register manager. it scientific-research project. (управляющий реестром данных. научно-исследовательский проект в области информационных технологий),database
web-based squirrel sql client,web-based squirrel sql client. it allow you to view database structure  import/export and manage your databases  including create database  table  store procedure  view trigger and user. it support oracle  db2  mysql  ms sql server  firebird postgres,database
wordnetsql,wordnet database in various sql format,database
object-role modeling,the object-role modeling (orm) standard version 2  associated schemas and generation tools  and a reference implementation in the form of the natural object-role modeling architect for visual studio (norma) product.,database
tdbf component for delphi and bcb,tdbf is a native dbase iii+  dbase iv and dbase 2k data access component for delphi  bcb  kylix  freepascal. it allows you to create very compact database programs which don't need any special installer programs. the db engine code is compiled right into your executable.,database
ibwebadmin,ibwebadmin is a web-based admin tool for interbase/firebird. it will support all features offered by interbase and sql. most things are done (databases  tables  domains  generators  triggers  indices  users  csv  browse/edit tables)  some are left to do.,database
mumps database and language,ansi standard mumps,database
mssql compressed backup,mssql compressed backup compresses sql server 2000  2005 and 2008 databases on the fly using bzip2  zip  or gzip compression. it saves the data in the standard sql server backup file format so that standard decompression and restoring tools can be us,database
nubuilder,nubuilderpro is a cloud database builder.,database
turbopower flashfiler,flashfiler is a client-server database for borland delphi & c++builder. it features a component-based architecture & the server engine can be embedded in your applications. flashfiler is easy to configure  performs well  & includes sql support.,database
mysql, oracle, postgre db query browser,lightweight tool for connect to mysql  oracle 11g and postgresql db.,database
mysql backup tool,backup tool for mysql to automatically / manually create sql dump files  for data  table structure  functions and stored procs. can run via the task manager for backups on a regular base. backup can be zipped with a password and saved on a server.,database
hibernate pojo generator,hibernate pojo generator generates all the java code necessary to access a database via hibernate annotations (+ spring) including junit tests (1 per table) that are able to run immediately without further customizations. mostly tested with mysql.  moved to github: https://github.com/wwadge/hbnpojogen,database
pigeon planner,organise and manage your pigeons,database
