base-ubuntu,a base ubuntu role.,system
ubuntu_python_apt,idempotent installer for python-apt module (prevents "python-apt is not installed" errors),system
debian-common,manage apt configurations and debian specific behavior/utilities,system
deploy-update-code-git,clones repository to fresh release dir,system web
deploy-npm-install,run npm install or npm rebuild on release dir,system web
deploy-gulp-tasks,perform gulp tasks as part of deploy,system web
rolling_reboot,playbook for servers reboot in rolling manner,system
certificates,copies certifcicates,system
galera-haproxy,an ansible role for haproxy which connects to a galera/percona xtradb cluster,database packaging
drone,install drone.io and it's dependencies,cloud development system
phpmyadmin,phpmyadmin installation for linux,database development web
magento-lamp-single,create a rackspace cloud server, install apache + php + varnish + mysql and install magento at the end.,cloud database development web rax sql
stash-docker,this role is to manage stash docker container's life cycle.,cloud
wheezy-common,common setup routine for ubuntu 12.04 (a.k.a precise),system
utilities,installs a selection of must-have utilities.,system
ruby,ansible ruby role using brighbox repos,system
postgresql,ansible postgresql role,database sql
oracle-jdk,installs the latest update of oracle jdk version(s),development system
ruby-via-ruby-build,installs specific ruby version,system
gitlab,gitlab git web interface,development web
rabbitmq,rabbitmq is a complete and highly reliable enterprise messaging system based on the emerging amqp standard.,networking
python,installs python, pip, setuptools and virtualenv,development system
nginx-rails,a basic role to install nginx and vhost setup for rails,web
erlang,install erlang,system
openssh,install and configure openssh,system networking
lamp,installs a lamp stack with sensible defaults,web
mysql,simple role for installing mysql and setting up db and user,database
rvm,rvm and ruby installation,development web packaging
prosody,setups prosody xmpp jabber server,networking
fail2ban,ansible role for fail2ban,system
fuse,install fuse (and submodules),system
ad_hoc_logging_and_diagnostics,a simple formatted file can drive gathering ad hoc lists of logs, execute commands or scripts and collect results from a bunch of hosts.,monitoring
mesos-docker,ansible mesos-docker playbook role,system
mesos,ansible nodejs playbook role,system
sbt,ansible sbt playbook role,
php,manage php configuration on ubuntu and centos including extensions in various versions.,development web
cassandra,install and configure apache cassandra,system
msmtp,deploy msmtp mail for ubuntu 12.04,system networking
authoritative_dns,ansible playbook to setup authoritative dns servers (bind9, nsd3),system networking
tor,ansible tor role,networking
portforward,control portforward with iptables for ubuntu 12.04,system networking
nfs,nfs installation and setup,system
tahoe-lafs,ansible tahoe-lafs role,cloud database system networking
daemontools,a role to install daemontools,system
plex,an ansible role for installing plex on a linux machine.,web
svn,svn web server,development
ntp,installation and configuration of the ntpd,system
svn2git,svn2git vcs conversion software for linux.,development system
zabbix_server,deploy zabbix server for ubuntu 12.04,monitoring
python-common,common utilities for python, including python-dev, pip, and setuptools.,system packaging
oracle_java7,oracle-java7,system web
zabbix_agent,deploy zabbix agents for ubuntu 12.04,monitoring
sqlite,ansible role to create sqlite databases,database sql
newrelic-php,new relic php agent,system web monitoring
bashrc,install a nice bash profile,system
mariadb55,install mariadb 5.5,database sql
nodejs,install nodejs and npm,system web packaging
php_composer,install composerphp,system web
php_extensions,install php extensions,web
php_memcached,install memcached extension for php (from pear),web
php_pear,install pear,web
php_yaml,install yaml extension php (from pear),web
ubuntu,ubuntu base tasks,system
ufw_rules,set uwf (uncomplicated firewall) rules,system
ipython-server,run an ipython notebook server on ubuntu 12.04.,development web
magento,manage magento installation,development web
new-user,create a new linux user.,system
ioncube,installs ioncube loader 4.5.3 on a stock lamp stack,web
influxdb,install influxdb time series database,database nosql
rbenv,install rbenv and ruby.,development web packaging
miniconda,miniconda python distribution,development packaging
screenfetch,installs screenfetch from it's official repository,system
ubuntu-autosave-iptables,auto save iptables rules on reboot in ubuntu,system networking
nginx-extras,install nginx-extras,web
supervisor,a role for creating supervisor tasks,cloud development system web packaging
monit,manage monit. provides a module to configure checks.,monitoring
project_deploy,deploy software projects (capistrano-like),web
postgresql-for-rhel6x,install and configure postgresql, dependencies, extensions, databases and users.,database sql
zabbix-agent,zabbix agent module,monitoring
git,role to create a bare git repository with hooks,development
roasariosis,deploy roasariosis for ubuntu 12.04,web
fail2ban,manage fail2ban. provides a module to configure jails.,networking monitoring
java-ubuntu-saucy,install oracle/open jdk on ubuntu saucy (13.10),development system
erlang-rebar,a role that installs erlang rebar,development
jenkins_ubuntu,installs jenkins on ubuntu,development
mindboggle,build mindboggle,system
web,role to manage a simple web server with nginx and php,development web
jboss_ubuntu,installs jboss on ubuntu,development
apache_ubuntu,installs apache on ubuntu,development
pgbouncer,a role to install pgbouncer on redhat/centos/scientific/oracle enterprise linux.,database sql
zabbix-agent,installation and configuration of the zabbix-agent,monitoring
arangodb,arangodb server,database nosql
munin,manage munin master, nodes and plugins.,monitoring
sensu,an open source monitoring framework.,monitoring
drone,simple role to install drone.,development
docker-debian,ansible role for installing docker in debian wheezy.,system
rbenv,ansible role to install rbenv,development
pip,install pip,system
nexus,deploy nexus on ubuntu 12.04,development
ruby,install a specific version of ruby using rvm.,development web
vagrant,installs vagrant on ubuntu,system packaging
puppet,install and initialize puppet agent on debian and fedora derivates,system packaging
docker,install docker,system
postfix,install and configure postfix,system
rundeck,installation and configuration of rundeck,system
consul,consul ansible role.,system networking monitoring
java,oracle java,web
wsgi,deploy wsgi application (uwsgi, nginx),system
rax-magento-web_master_slave-db,create a rackspace cloud load balancer, web rackspace cloud servers (master and slaves), mysql cloud servers, install apache + php + varnish + lsync + mysql and install magento at the end.,cloud database development web rax sql
security,configure ssh and ufw as well as install fail2ban.,system networking
nagios-config,a role for deploying nagios configuration.,system monitoring
sudo,ansible role which manage sudoers file,system
tomcat,tomcat ansible role,development web
source,get application source code from git or mercurial repositoires,cloud development system web
firewall,manages firewall rules using ufw.,system
resources,ansible role (copy files from your inventory directory to remote server),cloud development system
beanstalkd,an ansible role for the installation of the beanstalkd network work queue,  kr.github.io/beanstalkd/,networking
postgresql-streaming-replication,a role to install and setup postgresql 9.x streaming replication on redhat/centos/scientific/oracle enterprise linux.,database sql
rails,deploy a rails application using git.,development system web
mariadb10_my_cnf_update,installs mariadb 10,database sql
goservice,a role to fetch a golang repo, build it, and create an related upstart job,packaging
logstash,ansible role that installs logstash,monitoring
lxc,lxc playbook,system
deploy-rake-tasks,perform rake tasks as part of deploy,system web
sharelatex,sharelatex web service,web
redis,manage redis,database system nosql
railsbox-bower-runtime,installs bower.,development
railsbox-ruby-runtime,installs latest ruby from brightbox ppa.,development
railsbox-rails-application,deploys rails to server.,development
railsbox-foreman-services,installs procfile services.,system
railsbox-nginx-server,setup nginx server,web
c6-zabbix,role for zabbix,monitoring
timezone,manage timezone,system
gocd,install the go continuous delivery tool.  model even the most complex build and deploy workflow with ease.,development
include_pritunl,simple pritunl vpn setup with ansible,networking
ffmpeg,ansible role implementation of official ffmpeg compilation guide,system
golang,install go language (golang) support using debian packages,development golang go programming
nodejs,install the latest stable version of node.js and npm.,development system web
forever-worker,installs forever and copies an upstart script for a worker type process,cloud system
azulinho-mysql-server,ansible role for deploy mysql-server,packaging
mariadb,installs mariadb,database sql
azulinho-zabbix-server,ansible role for deploy a zabbix-server,packaging
apache-php,this ansible simple role install apache and php. it also allow install php packages and apache modules.,development web
ruby-ubuntu,installs ruby on ubuntu using chruby and ruby-install.,development system
mtpereira_mongodb,manage mongodb,database nosql
nginx,an ansible role for installing and configuring nginx from a ppa.,web
git,install a specific version of git from source,development system
gocd,an ansible role for installing go continuous delivery server,development
lider-ejabberd,lider ejabberd installation,development
lider-openldap,lider openldap installation,development
seafile,install and configure seafile, an open source cloud storage. homepage  seafile.com,web
quassel-core,install quassel-core,chat networking
dotfiles,dotfile installation for unix/linux.,development system
emonhub-ansible-role,an ansible role for emonhub installation on raspberrypi.,web monitoring
nsd,install and configure nsd name server,dns networking
fail2ban-zimbras,fail2ban configuration to use with zimbra mail servers,networking monitoring
awstats,ansible role to install awstats on apache,system
android-sdk,installs the android sdk tools, sdks themselves and applicable application build dependencies,development system
ffmpeg-for-centos,a role to compile ffmpeg,system
audit,role for manage audit,system
db,dosomething.org database server,system
galaxy-init-test,testing role of galaxy_init_test,
diagnostics,role for manage diagnostic tools,system
nagios-nrpe-server,installs and configures a nagios nrpe server,monitoring
haproxy,ansible role of haproxy,system
coreos-timezone,configures timezone for coreos,cloud system
devpi-server,install a devpi-server master on given nodes.,development web packaging
oh_my_zsh,simple oh-my-zsh installation,system
silversearcher_ag,the silver searcher (ag) installation,system
lemp,role to install the lemp stack,web
packer,ansible playbook for packer,cloud system packaging
vagrant,ansible playbook for vagrant,system packaging
web,dosomething web server,system
hostname,role for manage hostname,system
wordpress,set up (multiple) wordpress installations in debian-like systems (using wp-cli),web
base,base ansible role,system
developer,ansible role for developer tools,system
docker,a docker ansible role,system
vim7_4,scrit to setup vim7.4.,system web networking
nginx-uwsgi-supervisor,an elegant nginx, uwsgi and supervisor ansible role,development web
logstash,role for ansible logstash,development system
openssl,ansible role for the creation of ssl certificates ,development system
apache-vhosts,scrit to setup apache virtual host.,system web networking
repos-for-centos,scrit to setup centos repositories.,system web networking
selinux-disable,scrit to disable selinux.,system web networking
question2answer,scrit to setup question2answer.,system web networking
denyhosts,scrit to setup denyhosts.,system web networking
gdal-netcdf,an ansible role for installing gdal with python bindings that can read netcdf files.,
ck,installs linux with con kolivas patches,system
node,installs **latest** nodejs and the **latest** npm ( github.com/npm/npm#fancy-install-unix),development system
nodejs,nodejs installer from source or package from nodesource,development system
ophidia,ansible role to deploy ophidia cluster,database clustering
backup-mail,scrit to setup backup-mail.,system web networking
datadog,install datadog agent and enable process checks,monitoring
generator,generate playbook,web packaging
jdk7,scrit to setup japanese environment.,system web networking
supervisord,supervisord role for ubuntu hosts,system monitoring
visualvm,a role for installing visualvm,development
trackster,setup a trackster for galaxy,
bdr,manage postgresql-bdr,system packaging
cloudman-image,build a base cloudman image ( wiki.galaxyproject.org/cloudman/),cloud system clustering
ruyrybeiro_freeradius,freeradius 3 setup for pt eduroam,system networking
unicorn,installs unicorn config,system
lsyncd-cluster,set's up the lsyncd (synching daemon) across all the hosts in the current play.,cloud system ec2 gce rax clustering networking
udev-usbmon,simple role to change permissions of usbmon devices via udev.,wireshark usbmon system usb udev monitoring
nginx,installs nginx,system web
java_install,install oracle java from ppa repo,development system packaging
named,a highly configurable role for bind (named) versions >9,system
essentials,installs essential packages,system
squid,setup squid,system
php,php for redhat/centos/debian/ubuntu.,development web
superadmin,ensure a superuser exists.,system
docker,installs and configures docker,development system
orientdb,orientdb installation,database nosql
php-pecl,php pecl extension installation.,development web
php-xdebug,php xdebug for linux,development web
phpmyadmin,phpmyadmin installation for linux,database development web
drush,drush - command line shell for drupal,development web
common,an ansible role for installing common tools on ubuntu.,system
elasticsearch,ansible playbook for elasticsearch,database nosql
users,ansible role for managing users,system
tasseo,an ansible role for installing tasseo.,monitoring
postgresql94-bdr,a role to install and setup postgresql 9.4 bi-directional replication on redhat/centos enterprise linux.,database sql
python,ansible role for python utilities etc,system
mongodb,mongodb for archlinux,database nosql
redis,redis for archlinux,database nosql
terraform,terraform installation,cloud
activedirectory-auth-client,set up active directory authentication using libnss-ldapd,system
vagrant,an ansible role for installing vagrant.,system
haproxy,installs and configure haproxy,system web networking
dshell,dshell security framework,
sysbench-mongodb,configurable load testing system for mongodb and variants. works with dbaas services as well.,cloud database system rax nosql
pyenv,install pyenv,development
repo-pcextreme,pcextreme linux software repository,packaging
memcached,installs memcached (latest),system web
iptables,iptables configurator for rhel like systems.,system networking
elasticsearch,ansible playbook for elasticsearch,database nosql
jpegoptim,installs jpegoptim from sources,development system
pumacorn,manage either a puma or unicorn rails process with init.d.,development system web
oraclejdk,installs oraclejdk from webupd8 team's ppa,development system
meetme-newrelic-plugin-agent,this role installs and configures meetme_newrelic_plugin_agent ( github.com/meetme/newrelic-plugin-agent),monitoring
haproxy,install haproxy,web
ipv6-support,ensures that ipv6 is either enabled or disabled on a debian based system,system
newrelic-rabbitmq-agent,role to install and configure newrelic_rabbitmq_agent plugin,monitoring
rbenv_centos,install rbenv and ruby.,development web packaging
mon,install and configure mon service,system monitoring
php5,this role installs and configures the php5.,development web
mysql,this role installs and configures the mysql.,database sql
hercules,hercules is a system for managing sequencing data in the context of a sequencing facility.,monitoring
jetty,installs jetty web-server from tarball,system web
laravel5-deploy,deployment role for laravel5 apps.,development web
mongodb,mongodb 2.4 role,database nosql
nodejs,install nodejs, from package, build from source or download binary tarball,development system
audit,role to manage auditd,system
psacct,psacct role,system
nfsen,nfsen role,networking monitoring
jira,an ansible playbook to automate the installation of atlassian jira, could posibly be used to keep it updated,development
monasca-ui,installs grafana and the monasca dashboard into openstack horizon,monitoring
apt,apt repository sources.list configuration for ubuntu.,system
motd,an ansible role for configuring motd.,system
ntp,ansible role which ensure the defined locales are exists.,system
zend-opcache,zend opcache,development web
java,installs java from the webupd8 ppa and applies the specified configuration.,development
ntp,set timezone and configure ntp time synchoronization,system
snipe-it,a role for installing snipe-it on debian based distros,system
wordpress,wordpress,development web
wpcli,a role to install/configure the wp-cli,web
elasticsearch,an ansible role for installing elasticsearch.,system monitoring
utils,install some utility apps.,system
ubuntu_common,bootstrap ubuntu base server.,system
postfix,an ansible role for installing and configuring postfix.,system
pgweb,an ansible role for installing pgweb.,database development sql
zendserver,a role to install zend server,web
synergy,a role for installing synergy,development
openstack-horizon,openstack horizon dashboard installation - ansible role,cloud
rabbitmq,installs minimal rabbitmq 3.3.5 on centos 6.5,development web
supervisor,install minimal supervisor on centos,development web
python,installs minimal python 2.7.8 + setuptools + pip (from source) on centos 6.5,development web
fork,deploys rails application like capistrano or mina do,web
nodejs,nodejs + npm role,development
djangoapp,install minimal django app served by gunicorn (application server) behind nginx (reverse proxy) on centos,development web
firewall,simple iptables firewall for most unix-like systems.,system networking
smartstack,an ansible role that installes airbnb smartstack and serf,clustering networking monitoring
nsqadmininit,nsqadmin init/conf/logging role for ansible,development system
nsqdinit,nsqd init/conf/logging role for ansible,development system
standard-deploy,deployment role for standard apps.,development web
nginx-passenger,install nginx with passenger on debian/ubuntu,development system
hdfs,an ansible role for installing cdh hadoop.,system
mesos,an ansible role for installing apache mesos.,system
hwraid,configure hwraid repository and install packages for recognized raid storage arrays,hwraid system monitoring hardware raid
irssi,an ansible role for installing and configuring irssi,system
python,install python, virtualenv & virtualenvwrapper.,system
graphite-storage,deploy docker container with volume for storage graphite metrics.,monitoring
graphite-web,deploy docker container with graphite web application.,monitoring
diaspora,install and configure diaspora,system
compass,set up compass in debian-like systems,web
composer,set up composer in debian-like systems,web
elasticsearch,set up elasticsearch in debian-like systems,web
eucalyptus-configureosg,role to configure eucalyptus osg,cloud ec2 clustering
eucalyptus-configuredns,role to configure eucalyptus dns properties,cloud database system ec2 clustering
eucalyptus-network,eucalyptus networking role,cloud system ec2 clustering networking
eucalyptus-setup,setup all packages on eucalyptus components according to their group-role,cloud ec2 clustering packaging
galera,an ansible role for galera mariadb cluster,database clustering sql
deployer,an ansible role to install deployer.org,system
salt,install and configure salt master service,system
eucalyptus-credentials,role to get eucalyptus admin credentials,cloud ec2
el7,role for basic setup of el7-based machines,system
docker,set up the latest version of docker engine in debian-like systems,development system packaging docker
docker,an ansible role for install docker and docker-enter.,system networking packaging
sabnzbd,deploy sabnzbd, an open source binary newsreader,cloud web
sickbeard,deploy sickbeard, a pvr for newsgroup users,cloud web
ossec-agent,installing and maintaining the ossec-agent.,monitoring
aerospike,aerospike_role roleversiontest,database nosql
rbenv,role to install rbenv and multiple ruby versions.,development system
pkill,kill process by name,system
ansible-likewiseopen,ansible playbook for deploying powerbroker identity services pbis open edition for redhat/centos,system
docker-registry,ansible role to deploy/configurat private docker registry on ubuntu 14.04 (or later),development system
symfony2role,ansible role for deploying symfony2 applications,development system
heka,heka installation,system monitoring
php5-fpm,this ansible role manage installation and configuration of php5-fpm. inspired from  github.com/cocoy/ansible-playbooks,web
storm,install and configure apache storm,cloud clustering
aws-vpc,spins up a very basic vpc with subnets,cloud ec2
ec2-provision,provision ec2 instance,cloud
mysql,an ansible role for installing and configuring postgresql client / server,database
rabbitmq,installs rabbitmq server, adds admin user and removes guest user,database networking nosql
capistrano,creates a working directory for a capistrano type deployment,system application deployment
azulinho-python27,ansible role for deploying the python 27 on rh,system
zookeeper,install zookeeper with ansible,cloud database clustering
azulinho-java-openjdk-jdk,ansible role for installing jdk from openjdk on rh,packaging
azulinho-yum-plugin-versionlock,ansible role for install the versionlock plugin for yum,packaging
azulinho-jenkins-server,ansible role for installing a jenkins-server,packaging
mount,an ansible role for mounting devices,system
aliases,an ansible role for managing mail aliases,system
zookeeper,a role for installing zookeeper and setting up a cluster.,cloud database system clustering
ansible-jenkins-maven,jenkins server - maven - githubconnection,development
azulinho-git,ansible role for installing the latest git on rh,system
azulinho-jenkins-job-builder,ansible role for install the python tool jenkins-job-builder,packaging
influxdb,install influxdb time series database,database nosql
psql,installs postgresql.,database development system sql
liquidprompt,install and enable liquidprompt.,system
php_pecl,install pecl extensions for php via pecl or apt,web
flaskapp,ansible recipe to deploy flask application,system web networking
selinux_disable,disable selinux and iptables,system
mongodb,an ansible role for installing and configuring mongodb,database nosql
erlang,ansible role for erlang. installs erlang from a custom repository. by default it will install the latest ```erlang``` and ```erlang-manpages``` packages available from [erlang solutions repositories]( packages.erlang-solutions.com/erlang/).,development packaging
mongodb,an ansible role for installing and managing mongodb's.,system
mimetex,set up mimetex in ubuntu systems,system web
ionic,install ionic and cordova npm packages.,development web
composer,installs and updates composer,web
galaxy_toolshed,install and manage a galaxy tool shed ( galaxyproject.org/) server.,system web
graph,an ansible role for installing stucco graph store on ubuntu.,system
mongodb,installs and configures mongodb,database nosql
selinux,configures selinux,system
epel,installs and configures yum epel repository.,system packaging
sysdig,installs sysdig,system monitoring
search,dosomething.org search server,system
man,install man,system
consul,installs and configures consul,cloud clustering monitoring
kernel_headers,installs kernel headers,development system
apparmor,installs apparmor,system
vnstat,configure the network traffic monitor vnstat.,system vnstat monitoring network traffic
docker,install docker con centos6,development
remi_repo,configure remi and epel repo,development
clamav,ansible role to install clamav antivirus and optionally clamtk,system
heka,installs and setup heka,system monitoring
sources,sources,system
gocd,install the go continuous delivery tool.  model even the most complex build and deploy workflow with ease.,development
include_pritunl,simple pritunl vpn setup with ansible,networking
ffmpeg,ansible role implementation of official ffmpeg compilation guide,system
golang,install go language (golang) support using debian packages,development golang go programming
nodejs,install the latest stable version of node.js and npm.,development system web
mysql,ansible role for mysql db (ubuntu server),database system sql
docker-container,an ansible roles that creates docker containers,system
common,install common system packages.,development system web networking
railserver,installs ruby, rails and rvm,web
drush,drush - the drupal shell. useful tool for managing drupal sites over console.,development system web packaging
mist_io,ansible role to install the mist.io service,cloud monitoring
courier,role to handle configuration of courier (imap),system networking
redis,set up the latest stable redis server in ubuntu systems (using chris lea's ppa),database system web nosql
liara,the sexiest toolkit for lamp hackers.,development web monitoring
xinetd,a basic xinetd role.,system networking
depot_tools,depot_tools is a package of scripts to manage checkouts and code reviews for chromium and chromium os,system
softether-server,install softethervpn server.,networking
mysql-vagrant,mysql on vagrant vm,database development sql
ruby-install,installs ruby-install.,development system
openstack-glance,openstack glance image service installation - ansible role,cloud
openstack-nova_scheduler,openstack nova scheduler service installation - ansible role,cloud
oauthd,install oauth daemon ( github.com/oauth-io/oauthd),cloud web
jboss,a role for installing jboss,development
openstack-nova_api,openstack nova api service installation - ansible role,cloud
ruby,uses ruby-install and chruby to setup ruby.,development system
openstack-neutron_server,openstack neutron server installation - ansible role,cloud
openstack-neutron_plugin_ml2,openstack neutron ml2 plugin installation - ansible role,cloud
openstack-nova_consoleauth,openstack nova consoleauth service installation - ansible role,cloud
composer,install and update composer php dependency manager,web packaging
common,installs default packages on host machine.,development web
opsmatic,role to install opsmatic agent,cloud system ec2 monitoring
kibana,ansible role to install kibana,monitoring
mysql,install mysql and allow to adjust some mysql settings. also allow to create databases, users and handle privilleges.,database development system sql
interfaces,an ansible role for configuring different network interfaces.,system
my-account,create a (first) user (oneself) and install user ssh public keys,system
nodejs,set up the latest version of nodejs and npm in debian-like systems,system web
patch,embed patch module,packaging
suricata,an ansible playbook for deploying the suricata intrusion detection system and fetching snort rules with oinkmaster.,system web networking monitoring
openstack-neutron_l3_agent,openstack neutron l3 agent installation - ansible role,cloud
openstack-neutron_dhcp_agent,openstack neutron dhcp agent installation - ansible role,cloud
bootstrap,ensure python2 installed,python2 python system bootstrap
gitchatploy,ansible hipchat deployment notifications for git things,development
forever,ansible role to install forever and and configure upstart to ensure that the given node.js scripts runs continuously.,system
oracle-java,set up (the latest version of) oracle-java in ubuntu systems,development system
beanstalkd,install beanstalkd with ansible,system
openssh,install and setup openssh client and server,system
iscsi-target,ansible iscsi role,system
nodejs,installs the latest version of node.js from the chris-lea ppa.,development web
mysql,build and install mysql,database
supervisor,install and configuration supervisor,monitoring
zabbix-web,install and configuration zabbix-web,monitoring
tokumx-install,install and setup tokumx 1.5 (or other) database with security enabled and best practice configuration.,cloud database system rax nosql
logstash,an ansible role for installing logstash.,system monitoring
kibana,an ansible role for installing kibana.,system monitoring
beaver,an ansible role for installing beaver.,system monitoring
openstack-nova_compute,openstack nova compute service installation - ansible role,cloud
uwsgi-emperor,installs and configures uwsgi in emperor mode,web
solr,solr server for (for ez publish) debian/ubuntu/redhat/centos.,web
checker,this role allows you to check the versions of roles locally installed.,system
drupal,an ansible role for configuring rsyslog/logrotate for drupal,web monitoring
postfix,installs/configures postfix for debian/ubuntu.,system
cactilize,ansible role for deploying and maintaining cacti server and host (graph, devices, templates, tree ...),monitoring
user_management,manage user accounts on a server.,system
collectd,an ansible role for installing collectd.,system monitoring
graphite,an ansible role for installing graphite.,system monitoring
monasca-notification,installs the monasca-notification part of the monasca project.,monitoring
graphite-api,install and configure graphite api,system monitoring
epel,enable epel,packaging
apt_source,a role for adding new package sources to apt and pinning packages.,system packaging
mongodb,install and setup mongodb 2.6.4 (or other) database with security enabled and best practice configuration,cloud database system rax nosql
bitcoind,install and configure a bitcoind service,development
apt-cacher-ng,install apt-cacher-ng,apt packaging
activedirectory-auth-client,set up active directory authentication using libnss-ldapd,system
vagrant,an ansible role for installing vagrant.,system
haproxy,installs and configure haproxy,system web networking
dshell,dshell security framework,
sysbench-mongodb,configurable load testing system for mongodb and variants. works with dbaas services as well.,cloud database system rax nosql
pyenv,install pyenv,development
repo-pcextreme,pcextreme linux software repository,packaging
memcached,installs memcached (latest),system web
iptables,iptables configurator for rhel like systems.,system networking
elasticsearch,ansible playbook for elasticsearch,database nosql
jpegoptim,installs jpegoptim from sources,development system
fluentd, ansible fluentd role for debian-based systems,system
common,stuff i do on all machines that doesn't really fit a role,system
snmpd,ansible role for snmpd on debian/ubuntu,system monitoring
sshd,install / configure openssh-server on debian/ubuntu,system
corosync_pacemaker,install and configure corosync and pacemaker on rhel6,system clustering
elasticsearch,role to install elasticsearch server with plugins,database nosql
rbenv,rbenv role,development
ui,an ansible role for installing stucco ui on ubuntu.,system
common,an ansible role for preparing stucco on ubuntu.,system
cloudman-galaxy-setup,setup galaxy for use with cloudman,galaxy cloudman
odoo,ansible role to install odoo from a git or mercurial repository, and configure it.,web
virtualenv,a role that setup virtualenv and its dependencies globally,development system
ruby-compiled,compiled-ruby role,development
supervisord,a role that install & configure supervisord,system monitoring
elixir,install elixir,development
rsnapshot-master,ansible role to install and configure a rsnapshot master. it works in conjunction with the rsnapshot-slave role.,system
eucalyptus-configurenetwork,eucalyptus role to configure network post-install,cloud system ec2 clustering networking
iojs,install the latest stable version of io.js and npm.,development system web
hyperdex,install/setup an hyperdex cluster using ansible,database clustering nosql
iptables-persistent,an ansible role for installing iptables-persistent.,system
sublimetext,a role for installing sublimetext,development
evm,an ansible role to install evm  github.com/rejeep/evm,development system packaging
squirrel,a role for installing squirrel,development
php,an ansible role for installing php.,
artifactory,ansible role to install artifactory, the maven repository manager by jfrog.,development web packaging
smartgit,installs smartgit,development
komodoedit,installs komodo edit,development
oracleweblogic11g,install oracle weblogic with ansible,web
oraclewebcentersites11g,install oracle webcenter sites with ansible,web
rbenv,install rbenv,development
nodejs,simple ppa-backed nodejs role,development
etherpad,etherpad role,development
nginx,nginx installation for linux/unix.,development web
elasticsearch,elasticsearch for linux.,system web monitoring
java,java for linux,development system web
grafana,an ansible role for installing grafana.,system monitoring
docker-multi,installs docker on lots of different platforms.,development system
rancher,rancher orchestration service for docker.,cloud system
java-oracle,a lean and quick ansible role to install oracle java in vagrant machines.,development system web
oracle-instantclient,an ansible role for installing oracle instant client.,development
laclasse-annuaire,laclasse annuaire role,web
neo4j,neo4j,database nosql
dnsmasq_proxy,configure dnsmasq for use as an internal dns server/proxy,networking
flow-tools,install and configure flow-capture from flow-tools package,system networking
httpd,install and manage the apache web server on a redhat based linux distribution,web
